Timestamp,Equity,Drawdown,DrawdownPercent,ActivePositions
2025-11-25T11:00:00.000Z,199670.08,329.92,0.0016,2
2025-11-25T12:00:00.000Z,199704.53,295.47,0.0015,2
2025-11-25T13:00:00.000Z,199739.72,260.28,0.0013,2
2025-11-25T14:00:00.000Z,199775.61,224.39,0.0011,2
2025-11-25T15:00:00.000Z,199810.19,189.81,0.0009,2
2025-11-25T16:00:00.000Z,199845.86,154.14,0.0008,2
2025-11-25T17:00:00.000Z,199880.44,119.56,0.0006,2
2025-11-25T18:00:00.000Z,199915.85,84.15,0.0004,2
2025-11-25T19:00:00.000Z,199952.06,47.94,0.0002,2
2025-11-25T20:00:00.000Z,199988.04,11.96,0.0001,2
2025-11-25T21:00:00.000Z,200023.71,0.00,0.0000,2
2025-11-25T22:00:00.000Z,200060.45,0.00,0.0000,2
2025-11-25T23:00:00.000Z,200095.69,0.00,0.0000,2
2025-11-26T00:00:00.000Z,200129.94,0.00,0.0000,2
2025-11-26T01:00:00.000Z,200166.01,0.00,0.0000,2
2025-11-26T02:00:00.000Z,200202.70,0.00,0.0000,2
2025-11-26T03:00:00.000Z,200237.34,0.00,0.0000,2
2025-11-26T04:00:00.000Z,200273.53,0.00,0.0000,2
2025-11-26T05:00:00.000Z,200309.12,0.00,0.0000,2
2025-11-26T06:00:00.000Z,200344.61,0.00,0.0000,2
2025-11-26T07:00:00.000Z,200379.41,0.00,0.0000,2
2025-11-26T08:00:00.000Z,200416.12,0.00,0.0000,2
2025-11-26T09:00:00.000Z,200451.57,0.00,0.0000,2
2025-11-26T10:00:00.000Z,200486.85,0.00,0.0000,2
2025-11-26T11:00:00.000Z,200521.79,0.00,0.0000,2
2025-11-26T12:00:00.000Z,200557.40,0.00,0.0000,2
2025-11-26T13:00:00.000Z,200592.55,0.00,0.0000,2
2025-11-26T14:00:00.000Z,200626.84,0.00,0.0000,2
2025-11-26T15:00:00.000Z,200663.52,0.00,0.0000,2
2025-11-26T16:00:00.000Z,200696.99,0.00,0.0000,2
2025-11-26T17:00:00.000Z,200732.19,0.00,0.0000,2
2025-11-26T18:00:00.000Z,200768.70,0.00,0.0000,2
2025-11-26T19:00:00.000Z,200804.02,0.00,0.0000,2
2025-11-26T20:00:00.000Z,200840.35,0.00,0.0000,2
2025-11-26T21:00:00.000Z,200875.36,0.00,0.0000,2
2025-11-26T22:00:00.000Z,200910.88,0.00,0.0000,2
2025-11-26T23:00:00.000Z,200946.35,0.00,0.0000,2
2025-11-27T00:00:00.000Z,200980.80,0.00,0.0000,2
2025-11-27T01:00:00.000Z,201017.34,0.00,0.0000,2
2025-11-27T02:00:00.000Z,201052.26,0.00,0.0000,2
2025-11-27T03:00:00.000Z,201087.01,0.00,0.0000,2
2025-11-27T04:00:00.000Z,201122.98,0.00,0.0000,2
2025-11-27T05:00:00.000Z,201158.08,0.00,0.0000,2
2025-11-27T06:00:00.000Z,201192.73,0.00,0.0000,2
2025-11-27T07:00:00.000Z,201227.55,0.00,0.0000,2
2025-11-27T08:00:00.000Z,201262.48,0.00,0.0000,2
2025-11-27T09:00:00.000Z,201297.72,0.00,0.0000,2
2025-11-27T10:00:00.000Z,201331.88,0.00,0.0000,2
2025-11-27T11:00:00.000Z,201365.65,0.00,0.0000,2
2025-11-27T12:00:00.000Z,201401.49,0.00,0.0000,2
2025-11-27T13:00:00.000Z,201436.48,0.00,0.0000,2
2025-11-27T14:00:00.000Z,201471.46,0.00,0.0000,2
2025-11-27T15:00:00.000Z,201507.14,0.00,0.0000,2
2025-11-27T16:00:00.000Z,201542.92,0.00,0.0000,2
2025-11-27T17:00:00.000Z,201578.61,0.00,0.0000,2
2025-11-27T18:00:00.000Z,201614.71,0.00,0.0000,2
2025-11-27T19:00:00.000Z,201649.60,0.00,0.0000,2
2025-11-27T20:00:00.000Z,201684.90,0.00,0.0000,2
2025-11-27T21:00:00.000Z,201720.11,0.00,0.0000,2
2025-11-27T22:00:00.000Z,201754.19,0.00,0.0000,2
2025-11-27T23:00:00.000Z,201787.67,0.00,0.0000,2
2025-11-28T00:00:00.000Z,201824.42,0.00,0.0000,2
2025-11-28T01:00:00.000Z,201860.49,0.00,0.0000,2
2025-11-28T02:00:00.000Z,201897.45,0.00,0.0000,2
2025-11-28T03:00:00.000Z,201931.59,0.00,0.0000,2
2025-11-28T04:00:00.000Z,201967.31,0.00,0.0000,2
2025-11-28T05:00:00.000Z,202002.93,0.00,0.0000,2
2025-11-28T06:00:00.000Z,202038.95,0.00,0.0000,2
2025-11-28T07:00:00.000Z,202073.75,0.00,0.0000,2
2025-11-28T08:00:00.000Z,202108.88,0.00,0.0000,2
2025-11-28T09:00:00.000Z,202145.43,0.00,0.0000,2
2025-11-28T10:00:00.000Z,202179.01,0.00,0.0000,2
2025-11-28T11:00:00.000Z,202213.61,0.00,0.0000,2
2025-11-28T12:00:00.000Z,202249.31,0.00,0.0000,2
2025-11-28T13:00:00.000Z,202285.08,0.00,0.0000,2
2025-11-28T14:00:00.000Z,202319.66,0.00,0.0000,2
2025-11-28T15:00:00.000Z,202355.25,0.00,0.0000,2
2025-11-28T16:00:00.000Z,202390.84,0.00,0.0000,2
2025-11-28T17:00:00.000Z,202426.97,0.00,0.0000,2
2025-11-28T18:00:00.000Z,202460.80,0.00,0.0000,2
2025-11-28T19:00:00.000Z,202495.08,0.00,0.0000,2
2025-11-28T20:00:00.000Z,202530.21,0.00,0.0000,2
2025-11-28T21:00:00.000Z,202564.98,0.00,0.0000,2
2025-11-28T22:00:00.000Z,202600.05,0.00,0.0000,2
2025-11-28T23:00:00.000Z,202636.28,0.00,0.0000,2
2025-11-29T00:00:00.000Z,202670.42,0.00,0.0000,2
2025-11-29T01:00:00.000Z,202704.23,0.00,0.0000,2
2025-11-29T02:00:00.000Z,202740.81,0.00,0.0000,2
2025-11-29T03:00:00.000Z,202776.36,0.00,0.0000,2
2025-11-29T04:00:00.000Z,202812.99,0.00,0.0000,2
2025-11-29T05:00:00.000Z,202848.69,0.00,0.0000,2
2025-11-29T06:00:00.000Z,202883.70,0.00,0.0000,2
2025-11-29T07:00:00.000Z,202918.78,0.00,0.0000,2
2025-11-29T08:00:00.000Z,202955.65,0.00,0.0000,2
2025-11-29T09:00:00.000Z,202990.56,0.00,0.0000,2
2025-11-29T10:00:00.000Z,203024.23,0.00,0.0000,2
2025-11-29T11:00:00.000Z,203059.31,0.00,0.0000,2
2025-11-29T12:00:00.000Z,203096.05,0.00,0.0000,2
2025-11-29T13:00:00.000Z,203132.80,0.00,0.0000,2
2025-11-29T14:00:00.000Z,203166.68,0.00,0.0000,2
2025-11-29T15:00:00.000Z,203202.81,0.00,0.0000,2
2025-11-29T16:00:00.000Z,203237.02,0.00,0.0000,2
2025-11-29T17:00:00.000Z,203273.44,0.00,0.0000,2
2025-11-29T18:00:00.000Z,203308.60,0.00,0.0000,2
2025-11-29T19:00:00.000Z,203342.56,0.00,0.0000,2
2025-11-29T20:00:00.000Z,203378.36,0.00,0.0000,2
2025-11-29T21:00:00.000Z,203413.77,0.00,0.0000,2
2025-11-29T22:00:00.000Z,203449.16,0.00,0.0000,2
2025-11-29T23:00:00.000Z,203483.87,0.00,0.0000,2
2025-11-30T00:00:00.000Z,203519.76,0.00,0.0000,2
2025-11-30T01:00:00.000Z,203553.84,0.00,0.0000,2
2025-11-30T02:00:00.000Z,203590.70,0.00,0.0000,2
2025-11-30T03:00:00.000Z,203624.44,0.00,0.0000,2
2025-11-30T04:00:00.000Z,203658.99,0.00,0.0000,2
2025-11-30T05:00:00.000Z,203695.18,0.00,0.0000,2
2025-11-30T06:00:00.000Z,203730.11,0.00,0.0000,2
2025-11-30T07:00:00.000Z,203765.84,0.00,0.0000,2
2025-11-30T08:00:00.000Z,203802.44,0.00,0.0000,2
2025-11-30T09:00:00.000Z,203838.37,0.00,0.0000,2
2025-11-30T10:00:00.000Z,203873.22,0.00,0.0000,2
2025-11-30T11:00:00.000Z,203910.01,0.00,0.0000,2
2025-11-30T12:00:00.000Z,203945.17,0.00,0.0000,2
2025-11-30T13:00:00.000Z,203980.12,0.00,0.0000,2
2025-11-30T14:00:00.000Z,204013.39,0.00,0.0000,2
2025-11-30T15:00:00.000Z,204049.24,0.00,0.0000,2
2025-11-30T16:00:00.000Z,204082.81,0.00,0.0000,2
2025-11-30T17:00:00.000Z,204118.23,0.00,0.0000,2
2025-11-30T18:00:00.000Z,204153.20,0.00,0.0000,2
2025-11-30T19:00:00.000Z,204188.27,0.00,0.0000,2
2025-11-30T20:00:00.000Z,204223.76,0.00,0.0000,2
2025-11-30T21:00:00.000Z,204257.61,0.00,0.0000,2
2025-11-30T22:00:00.000Z,204292.57,0.00,0.0000,2
2025-11-30T23:00:00.000Z,204327.49,0.00,0.0000,2
2025-12-01T00:00:00.000Z,204362.54,0.00,0.0000,2
2025-12-01T01:00:00.000Z,204397.32,0.00,0.0000,2
2025-12-01T02:00:00.000Z,204432.92,0.00,0.0000,2
2025-12-01T03:00:00.000Z,204468.53,0.00,0.0000,2
2025-12-01T04:00:00.000Z,204503.83,0.00,0.0000,2
2025-12-01T05:00:00.000Z,204538.78,0.00,0.0000,2
2025-12-01T06:00:00.000Z,204573.05,0.00,0.0000,2
2025-12-01T07:00:00.000Z,204608.19,0.00,0.0000,2
2025-12-01T08:00:00.000Z,204643.64,0.00,0.0000,2
2025-12-01T09:00:00.000Z,204680.07,0.00,0.0000,2
2025-12-01T10:00:00.000Z,204714.49,0.00,0.0000,2
2025-12-01T11:00:00.000Z,204751.31,0.00,0.0000,2
2025-12-01T12:00:00.000Z,204785.22,0.00,0.0000,2
2025-12-01T13:00:00.000Z,204820.87,0.00,0.0000,2
2025-12-01T14:00:00.000Z,204857.35,0.00,0.0000,2
2025-12-01T15:00:00.000Z,204891.22,0.00,0.0000,2
2025-12-01T16:00:00.000Z,204924.78,0.00,0.0000,2
2025-12-01T17:00:00.000Z,204961.51,0.00,0.0000,2
2025-12-01T18:00:00.000Z,204997.72,0.00,0.0000,2
2025-12-01T19:00:00.000Z,205033.29,0.00,0.0000,2
2025-12-01T20:00:00.000Z,205068.86,0.00,0.0000,2
2025-12-01T21:00:00.000Z,205104.60,0.00,0.0000,2
2025-12-01T22:00:00.000Z,205140.64,0.00,0.0000,2
2025-12-01T23:00:00.000Z,205176.51,0.00,0.0000,2
2025-12-02T00:00:00.000Z,205210.68,0.00,0.0000,2
2025-12-02T01:00:00.000Z,205245.13,0.00,0.0000,2
2025-12-02T02:00:00.000Z,205280.83,0.00,0.0000,2
2025-12-02T03:00:00.000Z,205315.72,0.00,0.0000,2
2025-12-02T04:00:00.000Z,205349.36,0.00,0.0000,2
2025-12-02T05:00:00.000Z,205383.78,0.00,0.0000,2
2025-12-02T06:00:00.000Z,205417.55,0.00,0.0000,2
2025-12-02T07:00:00.000Z,205453.10,0.00,0.0000,2
2025-12-02T08:00:00.000Z,205486.74,0.00,0.0000,2
2025-12-02T09:00:00.000Z,205521.58,0.00,0.0000,2
2025-12-02T10:00:00.000Z,205557.82,0.00,0.0000,2
2025-12-02T11:00:00.000Z,205592.59,0.00,0.0000,2
2025-12-02T12:00:00.000Z,205626.99,0.00,0.0000,2
2025-12-02T13:00:00.000Z,205661.52,0.00,0.0000,2
2025-12-02T14:00:00.000Z,205696.26,0.00,0.0000,2
2025-12-02T15:00:00.000Z,205730.30,0.00,0.0000,2
2025-12-02T16:00:00.000Z,205765.40,0.00,0.0000,2
2025-12-02T17:00:00.000Z,205801.22,0.00,0.0000,2
2025-12-02T18:00:00.000Z,205835.75,0.00,0.0000,2
2025-12-02T19:00:00.000Z,205870.35,0.00,0.0000,2
2025-12-02T20:00:00.000Z,205904.90,0.00,0.0000,2
2025-12-02T21:00:00.000Z,205941.20,0.00,0.0000,2
2025-12-02T22:00:00.000Z,205976.53,0.00,0.0000,2
2025-12-02T23:00:00.000Z,206011.62,0.00,0.0000,2
2025-12-03T00:00:00.000Z,206047.03,0.00,0.0000,2
2025-12-03T01:00:00.000Z,206082.21,0.00,0.0000,2
2025-12-03T02:00:00.000Z,206117.99,0.00,0.0000,2
2025-12-03T03:00:00.000Z,206153.25,0.00,0.0000,2
2025-12-03T04:00:00.000Z,206188.13,0.00,0.0000,2
2025-12-03T05:00:00.000Z,206221.92,0.00,0.0000,2
2025-12-03T06:00:00.000Z,206256.43,0.00,0.0000,2
2025-12-03T07:00:00.000Z,206291.91,0.00,0.0000,2
2025-12-03T08:00:00.000Z,206328.77,0.00,0.0000,2
2025-12-03T09:00:00.000Z,206362.78,0.00,0.0000,2
2025-12-03T10:00:00.000Z,206398.49,0.00,0.0000,2
2025-12-03T11:00:00.000Z,206432.45,0.00,0.0000,2
2025-12-03T12:00:00.000Z,206466.74,0.00,0.0000,2
2025-12-03T13:00:00.000Z,206501.20,0.00,0.0000,2
2025-12-03T14:00:00.000Z,206536.26,0.00,0.0000,2
2025-12-03T15:00:00.000Z,206571.77,0.00,0.0000,2
2025-12-03T16:00:00.000Z,206607.73,0.00,0.0000,2
2025-12-03T17:00:00.000Z,206644.35,0.00,0.0000,2
2025-12-03T18:00:00.000Z,206679.36,0.00,0.0000,2
2025-12-03T19:00:00.000Z,206714.87,0.00,0.0000,2
2025-12-03T20:00:00.000Z,206750.38,0.00,0.0000,2
2025-12-03T21:00:00.000Z,206785.09,0.00,0.0000,2
2025-12-03T22:00:00.000Z,206819.28,0.00,0.0000,2
2025-12-03T23:00:00.000Z,206854.08,0.00,0.0000,2
2025-12-04T00:00:00.000Z,206888.23,0.00,0.0000,2
2025-12-04T01:00:00.000Z,206923.70,0.00,0.0000,2
2025-12-04T02:00:00.000Z,206957.75,0.00,0.0000,2
2025-12-04T03:00:00.000Z,206992.49,0.00,0.0000,2
2025-12-04T04:00:00.000Z,207029.01,0.00,0.0000,2
2025-12-04T05:00:00.000Z,207063.87,0.00,0.0000,2
2025-12-04T06:00:00.000Z,207099.26,0.00,0.0000,2
2025-12-04T07:00:00.000Z,207134.05,0.00,0.0000,2
2025-12-04T08:00:00.000Z,207170.55,0.00,0.0000,2
2025-12-04T09:00:00.000Z,207204.01,0.00,0.0000,2
2025-12-04T10:00:00.000Z,207238.94,0.00,0.0000,2
2025-12-04T11:00:00.000Z,207272.72,0.00,0.0000,2
2025-12-04T12:00:00.000Z,207308.13,0.00,0.0000,2
2025-12-04T13:00:00.000Z,207342.22,0.00,0.0000,2
2025-12-04T14:00:00.000Z,207377.24,0.00,0.0000,2
2025-12-04T15:00:00.000Z,207412.13,0.00,0.0000,2
2025-12-04T16:00:00.000Z,207445.71,0.00,0.0000,2
2025-12-04T17:00:00.000Z,207482.27,0.00,0.0000,2
2025-12-04T18:00:00.000Z,207517.78,0.00,0.0000,2
2025-12-04T19:00:00.000Z,207552.42,0.00,0.0000,2
2025-12-04T20:00:00.000Z,207587.97,0.00,0.0000,2
2025-12-04T21:00:00.000Z,207623.14,0.00,0.0000,2
